rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
274,6.51,,Bryce ROBINSON,13 NOV 1993,USA,2sf2,"Albuquerque, NM (USA) (i)",18 FEB 2018,1204,60-metres,sprints,male,senior
274,6.51,,Grant HOLLOWAY,19 NOV 1997,USA,1,"Fayetteville, AR (USA) (i)",26 JAN 2019,1204,60-metres,sprints,male,senior
274,6.51,,Lamont Marcell JACOBS,26 SEP 1994,ITA,1,"Mercedes-Benz Arena, Berlin (GER) (i)",04 FEB 2022,1204,60-metres,sprints,male,senior
274,6.51,,Lamont Marcell JACOBS,26 SEP 1994,ITA,1h1,"Atlas Arena, Łódź (POL) (i)",11 FEB 2022,1204,60-metres,sprints,male,senior
274,6.51,,Favour Oghene Tejiri ASHE,28 APR 2002,NGR,1h1,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",11 MAR 2022,1204,60-metres,sprints,male,senior
274,6.51,,Christian COLEMAN,06 MAR 1996,USA,1h1,"Štark Arena, Beograd (SRB) (i)",19 MAR 2022,1204,60-metres,sprints,male,senior
274,6.51,,Marvin BRACY-WILLIAMS,15 DEC 1993,USA,1sf1,"Štark Arena, Beograd (SRB) (i)",19 MAR 2022,1204,60-metres,sprints,male,senior
274,6.51,,Christian COLEMAN,06 MAR 1996,USA,1sf3,"Štark Arena, Beograd (SRB) (i)",19 MAR 2022,1204,60-metres,sprints,male,senior
274,6.51,,Noah LYLES,18 JUL 1997,USA,1,"The Track at New Balance, Boston, MA (USA) (i)",04 FEB 2023,1204,60-metres,sprints,male,senior
274,6.51,,Trayvon BROMELL,10 JUL 1995,USA,2,"The Track at New Balance, Boston, MA (USA) (i)",04 FEB 2023,1204,60-metres,sprints,male,senior
274,6.51,,Favour Oghene Tejiri ASHE,28 APR 2002,NGR,1h1,"Convention Center, Albuquerque, NM (USA) (i)",10 MAR 2023,1204,60-metres,sprints,male,senior
274,6.51,,Kalen WALKER,13 OCT 2001,USA,3,"Sports Performance Center, Lubbock, TX (USA) (i)",09 FEB 2024,1204,60-metres,sprints,male,senior
274,6.51,,Christian COLEMAN,06 MAR 1996,USA,1,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2024,1204,60-metres,sprints,male,senior
274,6.51,,Ferdinand OMANYALA,02 JAN 1996,KEN,1,"AccorHotels Arena de Bercy, Paris (FRA) (i)",11 FEB 2024,1204,60-metres,sprints,male,senior
274,6.51,,Ronnie BAKER,15 OCT 1993,USA,3,"Convention Center, Albuquerque, NM (USA) (i)",17 FEB 2024,1204,60-metres,sprints,male,senior
274,6.51,,Kalen WALKER,13 OCT 2001,USA,1h2,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA) (i)",23 FEB 2024,1204,60-metres,sprints,male,senior
274,6.51,,Ackeem BLAKE,21 JAN 2002,JAM,1sf2,"Glasgow Arena, Glasgow (GBR) (i)",01 MAR 2024,1204,60-metres,sprints,male,senior
274,6.51,+0.7,Lachlan KENNEDY,04 NOV 2003,AUS,1,"SOPAC, Sydney (AUS)",01 FEB 2025,1204,60-metres,sprints,male,senior
274,6.51,,Ibrahim FUSEINI,24 NOV 2002,GHA,1,"Sports Performance Center, Lubbock, TX (USA) (i)",14 FEB 2025,1204,60-metres,sprints,male,senior
274,6.51,,Kayinsola AJAYI,14 SEP 2004,NGR,1sf1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",14 FEB 2025,1204,60-metres,sprints,male,senior
274,6.51,,Okon Israel SUNDAY,11 NOV 2006,NGR,1h5,"R.A. ""Murray"" Fasken Indoor Track Stadium, College Station, TX (USA) (i)",28 FEB 2025,1204,60-metres,sprints,male,senior
274,6.51,,Ronnie BAKER,15 OCT 1993,USA,1sf2,"Sports Training Center, Nanjing (CHN) (i)",21 MAR 2025,1204,60-metres,sprints,male,senior
382,6.52,,Marian WORONIN,13 AUG 1956,POL,1sf1,"Arena Stade Couvert, Liévin (FRA) (i)",21 FEB 1987,1198,60-metres,sprints,male,senior
382,6.52,,Brian COOPER,21 AUG 1965,USA,1,Sherbrooke (CAN) (i),24 JAN 1988,1198,60-metres,sprints,male,senior
382,6.52,,Desai WILLIAMS,12 JUN 1959,CAN,1,Sindelfingen (GER) (i),05 FEB 1988,1198,60-metres,sprints,male,senior
382,6.52,,Linford CHRISTIE,02 APR 1960,GBR,1,Stuttgart (GER) (i),12 FEB 1989,1198,60-metres,sprints,male,senior
382,6.52,,Andres SIMÓN,15 SEP 1961,CUB,1,"Budapest Sportcsarnok, Budapest (HUN) (i)",05 MAR 1989,1198,60-metres,sprints,male,senior
382,6.52,,Chidi IMOH,27 AUG 1963,NGR,2,Pireaus (GRE) (i),07 MAR 1990,1198,60-metres,sprints,male,senior
382,6.52,,Andre CASON,20 JAN 1969,USA,1h5,"Palacio de los Deportes, Sevilla (ESP) (i)",08 MAR 1991,1198,60-metres,sprints,male,senior
382,6.52,,Andre CASON,20 JAN 1969,USA,1f2,"New York, NY (USA) (i)",07 FEB 1992,1198,60-metres,sprints,male,senior
382,6.52,,Frank FREDERICKS,02 OCT 1967,NAM,2,Birmingham (GBR) (i),22 FEB 1992,1198,60-metres,sprints,male,senior
382,6.52,,Bruny SURIN,12 JUL 1967,CAN,1,Berlin (GER) (i),05 FEB 1993,1198,60-metres,sprints,male,senior
382,6.52,,Bruny SURIN,12 JUL 1967,CAN,1,San Sebastián (ESP) (i),02 MAR 1993,1198,60-metres,sprints,male,senior
382,6.52,,Mark MCKOY,10 DEC 1961,CAN,1h2,Karlsruhe (GER) (i),06 MAR 1993,1198,60-metres,sprints,male,senior
382,6.52,,Bruny SURIN,12 JUL 1967,CAN,1,Stuttgart (GER) (i),06 FEB 1994,1198,60-metres,sprints,male,senior
382,6.52,,Linford CHRISTIE,02 APR 1960,GBR,2,Stuttgart (GER) (i),06 FEB 1994,1198,60-metres,sprints,male,senior
382,6.52,,Leroy BURRELL,21 FEB 1967,USA,3,Stuttgart (GER) (i),06 FEB 1994,1198,60-metres,sprints,male,senior
382,6.52,,Bruny SURIN,12 JUL 1967,CAN,1,Liévin (FRA) (i),13 FEB 1994,1198,60-metres,sprints,male,senior
382,6.52,,Linford CHRISTIE,02 APR 1960,GBR,1,San Sebastián (ESP) (i),03 MAR 1994,1198,60-metres,sprints,male,senior
382,6.52,,Bruny SURIN,12 JUL 1967,CAN,1,Saskatoon (CAN) (i),18 FEB 1995,1198,60-metres,sprints,male,senior
382,6.52,,Frank FREDERICKS,02 OCT 1967,NAM,2,Liévin (FRA) (i),19 FEB 1995,1198,60-metres,sprints,male,senior
